age,total_children,feelings_life,sex,pop_center,education,self_rated_health,self_rated_mental_health,regilion_importance,income_family,income_respondent
77.8,2,6,1,3,2,4,2,3,3,2
80,4,10,0,3,1,5,5,2,2,2
39.8,2,7,1,3,3,4,3,1,4,4
39.5,0,8,0,2,7,4,4,3,1,1
80,3,10,1,3,7,4,5,3,6,4
75.7,3,9,1,3,6,2,4,2,5,3
80,0,8,0,2,1,3,3,2,1,1
30.7,0,7,0,3,4,4,3,0,4,1
32.3,3,8,0,2,3,4,4,4,3,2
43.7,1,2,0,2,4,1,2,1,3,1
33.3,0,10,0,3,6,5,5,2,1,1
24.9,0,7,0,1,2,4,4,1,1,1
80,5,7,1,2,1,4,4,2,3,1
73.1,3,9,0,3,6,2,1,4,6,3
74.4,0,10,0,3,3,5,5,1,4,4
31.3,0,9,0,1,7,2,5,4,3,2
24.5,1,7,0,2,2,3,3,3,1,1
56.5,2,10,0,2,4,4,4,4,4,3
67.5,5,10,0,3,5,5,5,2,3,2
25.1,0,8,1,3,1,4,4,3,1,1
30.7,3,8,0,2,1,2,3,2,4,1
55.7,0,6,1,3,4,3,3,4,1,1
50.3,3,10,1,3,2,4,4,4,2,2
27.3,0,7,1,3,6,3,4,4,4,4
29.4,0,8,0,3,7,5,2,4,4,1
69.9,2,8,0,3,7,5,5,4,4,4
57.6,3,10,0,3,4,5,5,3,3,2
57.2,3,8,0,2,1,2,4,3,5,1
41.7,2,10,0,2,4,4,4,2,2,2
29.6,0,7,0,3,6,5,5,2,4,2
55.5,3,9,1,3,4,4,4,1,6,4
59.8,2,5,1,3,3,1,2,1,2,2
75.4,2,9,0,3,2,4,4,4,1,1
65,2,10,0,2,1,3,3,2,3,1
15.3,0,10,0,3,1,3,5,4,6,1
54.3,3,7,1,3,7,3,5,4,6,5
25.3,0,9,1,3,6,2,5,4,2,2
43.1,3,8,0,3,2,3,3,3,3,1
46.8,2,10,0,3,4,4,4,1,1,1
51.8,0,7,0,3,2,4,3,2,4,4
69.8,0,8,0,3,6,4,4,4,1,1
66.6,2,8,0,3,6,2,3,2,2,1
21.8,0,3,1,3,2,3,2,3,1,1
38.3,2,9,1,3,6,4,4,4,6,3
55,3,9,1,3,3,1,4,1,3,3
39.8,0,8,0,3,6,3,4,2,1,1
66.8,0,9,0,2,7,5,5,2,4,4
51.8,0,10,0,3,2,5,5,4,5,3
20.4,0,8,1,3,2,5,5,1,5,1
27.5,0,5,1,3,1,0,3,1,2,2
29.2,1,10,1,3,4,5,5,1,3,2
30.9,0,10,1,3,6,4,4,3,6,6
31,0,8,1,3,6,5,5,2,4,3
32.6,0,8,0,1,6,3,3,4,5,3
62.9,2,7,0,3,4,2,3,2,2,1
51.1,4,9,0,3,6,5,4,4,6,5
59.8,5,9,1,2,2,4,3,4,6,5
70.2,0,9,0,2,1,3,3,2,2,1
42.5,0,9,0,3,7,4,3,3,4,2
54.1,1,4,0,3,4,1,1,4,1,1
60.1,1,9,1,3,4,4,4,3,6,2
23.2,0,8,0,3,2,5,5,2,3,1
69.3,1,7,1,3,2,2,3,3,3,1
45.5,2,8,0,3,4,3,3,3,6,3
31.5,0,8,0,3,2,3,3,2,6,1
57.8,1,3,1,3,3,4,4,4,1,1
22.5,0,8,0,3,4,4,3,2,6,1
68.2,0,7,1,3,2,2,3,3,3,3
80,4,10,1,3,3,5,4,4,3,2
39.7,1,9,0,3,4,5,5,2,6,2
68.3,2,9,1,3,6,5,5,2,6,3
73.6,2,8,1,3,2,4,3,1,5,2
67.5,2,10,0,3,1,2,3,4,2,1
18.6,0,10,1,3,2,5,5,3,2,1
26.6,1,8,0,2,4,5,4,4,3,3
80,3,8,0,3,1,5,5,4,1,1
40.7,1,8,0,3,6,4,3,4,2,2
48.8,5,7,1,3,7,4,5,4,4,1
42.8,0,8,1,3,4,3,3,3,3,3
32.1,0,7,1,3,6,3,4,3,4,4
62.4,2,9,1,3,6,4,5,2,6,2
69.2,3,9,1,2,3,4,4,4,5,5
29.7,0,8,1,3,5,4,4,3,6,3
21.5,0,6,0,3,4,5,5,2,6,1
40.8,4,8,1,3,4,5,4,2,2,1
73.6,2,10,1,3,2,3,5,2,4,3
22.3,0,7,1,3,1,5,2,3,3,1
77.8,2,5,0,3,2,3,3,4,2,2
58.9,2,8,0,3,4,4,5,2,2,2
27.3,1,10,0,2,3,5,5,3,5,2
45.9,1,8,1,3,3,4,5,1,3,3
80,3,10,0,3,1,4,5,4,3,3
55.3,3,9,1,2,6,3,3,1,6,6
25.7,0,9,0,3,6,5,4,1,3,1
61.2,0,10,1,2,2,4,4,3,5,1
22.2,0,9,1,3,2,4,3,3,3,1
67,0,7,0,1,4,3,4,4,2,2
65.2,3,10,0,3,1,3,3,2,3,1
75.4,0,8,1,3,4,4,3,1,3,2
43.1,2,8,0,3,7,5,3,1,6,3
59,4,10,0,2,2,4,4,4,3,1
75.1,0,7,1,3,1,3,3,4,1,1
57,1,7,1,3,3,1,2,3,2,2
66.6,3,8,1,2,1,3,1,2,1,1
78.1,1,10,0,3,4,3,5,4,3,2
59.8,2,8,1,2,3,2,3,3,6,4
37.9,1,7,0,3,7,4,3,2,6,6
80,0,10,0,2,1,3,3,4,2,2
49.7,0,8,1,2,2,4,5,3,2,2
54.9,6,7,0,2,2,1,3,4,1,1
54.5,2,6,1,3,6,4,4,2,1,1
36.5,0,7,1,3,4,4,4,1,4,4
80,7,10,0,2,1,4,4,2,4,1
17.7,0,9,1,3,1,3,4,1,6,1
41,2,7,0,3,4,3,4,2,1,1
23.1,0,8,0,3,4,4,4,4,4,1
68.3,1,7,0,1,1,2,3,4,1,1
43,3,7,0,3,4,2,3,2,4,2
55.9,2,7,0,2,3,5,3,2,1,1
63,0,8,0,3,3,2,5,2,4,2
19.4,0,7,1,3,1,5,5,1,6,1
33.8,0,8,0,3,7,5,3,1,4,4
66.6,1,10,1,3,5,4,4,3,1,1
64.6,1,10,1,3,4,3,5,3,4,3
58.2,0,9,0,3,4,5,5,1,2,2
66.1,1,8,1,3,2,3,3,3,6,5
59.1,0,8,1,2,1,4,3,4,3,1
53.3,4,8,1,3,2,4,4,4,6,3
48.7,2,7,1,3,2,4,4,2,2,2
50.3,2,7,0,3,4,3,3,4,6,2
74.6,6,10,1,2,2,4,5,3,3,2
79.9,4,7,0,2,1,3,3,4,2,2
77.7,3,9,1,3,2,3,3,2,3,2
58.1,0,3,1,3,1,2,2,4,1,1
51.8,1,8,0,3,5,5,5,1,4,1
76.8,2,10,0,2,1,3,3,4,2,1
52.9,0,8,0,3,7,2,3,4,1,1
71.9,3,7,0,3,1,2,2,2,1,1
43.3,2,7,0,3,6,3,3,4,6,3
27.8,0,9,1,3,5,1,3,2,5,3
60.8,2,9,0,3,4,4,5,3,2,1
42.3,2,8,0,3,6,2,4,4,4,3
47.4,0,8,1,2,4,4,4,2,5,5
64.2,1,8,1,2,4,4,4,3,2,1
70.3,2,5,1,2,3,1,2,4,2,1
58.8,2,9,0,1,4,4,4,4,6,1
53.2,2,5,1,2,1,2,2,2,3,3
40.9,5,8,0,3,2,4,3,4,2,2
80,4,7,1,3,7,2,3,4,4,4
20.8,0,8,1,2,2,3,5,3,5,1
31.6,0,7,0,3,7,3,2,2,5,3
75.2,4,9,0,3,4,4,5,2,2,2
65.7,3,8,0,2,1,3,5,2,2,1
77.7,4,10,1,3,5,5,4,4,5,2
56.1,1,10,0,3,2,4,4,1,4,2
80,7,10,0,3,2,3,3,4,3,2
34,0,10,1,3,4,4,4,3,5,5
65.6,0,10,1,2,3,3,5,4,6,4
22.6,1,9,0,3,4,4,2,4,4,2
77.2,4,7,1,3,2,2,3,4,3,3
80,3,10,1,3,3,4,4,4,6,6
30.6,0,8,0,3,7,4,3,2,6,3
58.9,4,8,0,1,5,4,4,4,6,4
59.5,3,9,0,2,4,3,3,4,4,2
52.6,1,6,1,3,5,4,4,2,5,5
28.6,0,8,1,3,2,4,4,1,1,1
76.8,2,8,0,3,3,3,3,4,2,1
65.2,2,8,0,3,1,3,4,4,3,1
39.1,3,8,0,3,4,5,5,2,4,2
60.6,2,10,0,3,1,4,4,4,3,3
72.8,3,8,1,3,2,2,5,4,4,1
71.6,4,5,1,3,1,3,2,3,1,1
44.2,4,5,0,3,2,2,3,3,2,2
54.7,3,8,0,2,2,1,2,3,5,2
32.7,0,7,0,3,6,3,3,1,4,2
39.1,3,4,1,3,7,4,2,4,6,5
48.8,2,9,0,3,5,5,5,4,6,2
75.3,1,10,0,3,2,5,5,2,1,1
34.4,3,10,0,3,2,5,4,3,2,1
80,1,8,0,3,4,4,4,4,4,2
72.3,1,8,0,3,2,4,4,4,3,1
57.1,2,9,1,3,3,4,4,1,4,2
47.9,2,7,0,3,4,3,4,1,6,4
49.8,2,8,0,3,4,4,3,4,6,3
69.3,2,8,0,3,2,3,3,4,3,1
33.8,4,8,1,3,4,5,5,1,2,2
69.8,2,5,1,3,7,2,3,1,3,3
68.3,3,5,0,3,1,3,3,4,1,1
58.4,2,8,0,3,2,2,4,2,2,1
52.3,3,8,0,3,2,2,3,3,2,1
69.5,2,7,0,3,1,1,4,3,1,1
78.4,3,8,1,3,1,4,4,3,1,1
31.4,2,9,0,3,4,4,5,4,4,2
35.3,2,0,1,3,2,2,2,1,2,2
50.3,1,6,1,3,3,3,0,3,3,3
71.7,2,8,1,2,4,5,5,1,3,3
66.5,2,8,0,3,5,3,3,1,4,4
48.3,3,10,0,3,2,5,5,2,5,1
31.8,0,8,1,2,3,4,4,3,6,5
53,1,10,0,3,4,4,4,3,3,2
70.7,3,10,0,2,7,5,4,4,3,3
48.8,2,9,1,3,2,4,4,0,6,3
63.3,2,9,1,3,7,5,5,4,6,1
54.3,0,5,0,2,4,2,2,4,1,1
37.1,0,9,0,3,4,4,4,3,3,1
33.6,2,5,0,3,6,3,3,1,6,3
41.3,2,7,1,3,6,5,4,3,6,6
38.2,2,10,0,3,6,3,4,4,1,1
44.3,2,10,1,2,1,3,5,4,2,1
18.8,0,7,0,3,1,3,2,3,1,1
41.2,2,9,0,3,7,5,3,2,6,3
47.4,2,8,0,3,6,4,4,2,6,4
53.8,2,8,1,3,2,3,5,4,4,1
16.3,0,10,1,2,1,5,5,3,6,1
68.3,4,10,1,3,1,5,5,2,5,2
75.3,2,8,1,2,1,2,5,4,2,2
30.8,1,9,1,3,6,4,4,4,2,2
36.3,0,7,0,3,7,4,5,1,3,3
80,6,8,0,3,1,3,4,2,1,1
80,4,8,0,3,1,3,3,2,1,1
73.8,3,2,0,3,4,3,3,2,3,2
26.6,0,9,1,3,6,4,5,1,5,2
43.3,1,8,0,2,6,3,3,2,5,5
57,3,0,0,3,2,1,1,2,1,1
68.3,4,9,1,2,6,3,3,4,3,3
35.3,1,7,0,3,4,4,3,2,5,2
61,3,10,0,3,3,5,5,4,6,6
66.9,1,10,0,3,3,4,4,2,3,1
51.9,2,8,0,3,1,3,4,1,4,2
62.9,2,8,0,3,3,4,5,3,4,1
47.3,5,10,1,3,2,3,3,1,4,3
57.2,2,10,0,3,6,4,5,2,4,2
54.7,3,10,1,1,2,4,4,3,6,3
44.1,2,8,0,3,4,4,4,4,3,3
62.6,2,9,1,3,6,3,4,0,6,6
80,3,8,0,3,4,4,5,4,6,6
53.2,0,8,0,3,4,4,3,4,4,3
65.7,3,7,1,2,1,3,3,3,3,2
16.4,0,5,0,3,1,5,3,4,5,1
47.8,0,8,0,3,6,3,3,4,4,4
41,2,10,1,3,4,5,5,4,3,2
70.9,2,8,1,3,4,4,4,4,3,3
19.4,0,10,1,3,2,4,5,3,6,1
65.3,0,7,1,3,6,3,4,1,5,5
37.9,2,10,0,2,5,4,4,3,1,1
64.1,4,9,0,1,2,4,4,1,6,3
80,0,10,0,2,6,4,4,2,5,3
49.6,2,10,0,3,6,5,5,1,5,4
70.3,0,9,0,3,2,3,5,1,2,2
62.2,2,9,0,3,2,3,4,3,5,4
67.6,2,9,0,1,6,4,5,2,3,3
20.8,0,6,0,3,2,4,2,1,6,1
46.8,1,8,0,3,4,4,4,3,4,4
44.2,0,7,1,3,6,4,3,2,6,4
72.1,2,7,0,3,4,3,3,1,5,2
52.4,1,7,0,3,4,3,3,2,2,2
22.2,0,9,0,3,4,5,4,2,2,1
80,0,10,0,1,3,5,4,2,3,3
35.3,0,10,1,3,7,5,5,3,6,6
16.3,0,8,1,3,1,5,4,4,3,1
65.3,2,10,1,1,3,5,5,2,6,4
80,3,10,1,3,1,4,4,3,3,2
26.4,0,7,0,3,6,2,3,4,2,1
61.9,0,10,0,3,7,4,5,2,3,3
54.4,3,9,1,1,2,3,5,4,5,1
34,0,10,0,3,6,5,5,4,6,3
63.3,3,8,1,3,4,3,4,4,4,2
43.4,2,8,0,3,4,4,4,1,6,3
63.3,1,10,0,3,4,5,5,4,3,1
65.3,1,10,1,2,2,4,3,2,6,4
48,0,8,1,2,3,3,4,3,3,1
54.2,3,10,1,2,2,4,4,3,6,6
32.3,1,10,0,3,7,5,4,2,4,2
45.6,2,7,1,3,2,3,3,4,3,1
32.5,3,9,0,3,2,5,4,2,2,2
76.7,4,9,0,3,5,4,4,2,3,2
52.3,1,8,1,3,4,2,2,2,4,2
40.2,3,8,1,3,5,3,3,2,3,2
52,0,9,0,3,6,5,5,3,6,4
47.8,0,8,0,3,6,3,3,2,5,5
23.9,0,9,0,3,4,4,4,1,6,2
63.2,2,5,0,3,2,4,3,3,1,1
53,4,9,1,2,2,5,3,2,6,4
61.3,3,8,0,3,6,3,3,2,6,2
24.1,0,7,1,3,6,4,4,1,1,1
54.7,1,7,0,3,1,4,4,2,3,3
56.7,2,5,1,3,2,4,4,4,1,1
74.7,1,9,1,2,1,2,3,2,2,1
63.8,0,7,0,3,6,4,4,1,3,3
71.6,0,10,0,3,6,5,5,2,2,2
60,6,7,1,3,4,3,4,1,4,2
69.8,1,9,0,3,4,3,5,4,5,2
63.2,2,8,1,2,2,3,4,4,3,1
65.4,0,8,0,3,6,5,5,4,3,3
53.3,0,10,0,2,4,3,3,2,5,4
57.4,2,10,0,3,6,4,4,4,6,4
26.5,1,10,1,2,3,5,5,3,4,3
65.6,2,9,0,3,7,4,5,4,6,5
19.9,0,8,0,3,2,3,2,1,4,1
19.5,0,7,0,3,1,3,3,4,1,1
38.3,2,7,1,3,2,4,4,2,3,2
30.6,0,9,1,3,2,4,5,4,5,2
18.6,0,9,0,2,2,4,4,2,5,1
67.3,0,9,0,1,4,3,4,4,3,2
68.3,0,8,1,2,1,1,5,4,1,1
48.6,1,10,1,3,6,2,4,4,6,5
69.1,3,8,1,2,1,3,3,2,1,1
63.9,0,8,1,3,6,4,5,2,6,5
27.3,0,10,1,3,5,5,5,2,6,1
34.3,0,8,1,3,4,1,3,1,5,3
54.1,2,9,1,3,3,5,4,4,6,3
35.1,2,9,1,3,4,4,5,1,6,4
27.3,1,7,0,3,2,4,4,2,3,3
44.3,0,10,0,3,6,5,5,2,6,5
80,0,6,1,2,1,2,3,3,1,1
64.2,2,8,0,3,3,3,3,2,3,3
73.3,2,9,0,3,2,5,5,4,5,1
23.8,0,7,0,3,4,3,4,4,1,1
30.3,0,10,1,3,4,5,5,2,2,2
47.5,3,6,0,3,4,3,3,3,2,2
42.8,2,5,1,3,6,4,5,4,2,1
74.3,5,6,0,3,3,3,3,4,3,3
43.8,1,9,0,2,4,3,5,1,4,2
63.4,1,10,1,2,7,5,5,1,2,2
53.3,3,10,0,3,6,3,3,2,6,5
44.8,2,5,1,3,7,4,4,1,5,4
56.8,2,9,1,3,1,3,4,2,1,1
70.6,0,10,0,3,6,3,5,1,4,2
32.1,2,9,1,3,1,3,3,0,2,1
29.2,0,8,0,3,4,3,3,1,6,2
74.6,7,8,0,3,1,2,4,4,1,1
41.3,3,10,1,3,2,5,5,4,4,2
51.8,0,7,0,3,6,5,4,2,5,4
44.8,1,10,0,2,6,5,5,1,4,4
64.8,1,8,1,3,4,3,3,2,1,1
64.3,3,10,0,2,4,4,4,2,3,1
53.8,0,9,1,3,6,4,4,1,4,4
61.3,2,8,1,3,6,5,5,1,5,5
53.8,2,8,0,3,2,5,4,3,6,2
55,0,8,0,1,6,5,5,4,3,3
39.6,2,4,0,3,7,3,1,3,6,5
66.1,4,10,1,2,1,5,5,3,3,3
45.3,2,8,0,3,5,4,5,4,6,5
33.5,0,9,0,3,2,1,3,4,2,2
77,2,8,0,3,3,2,3,2,2,2
25,0,10,1,3,6,5,5,3,2,2
33.6,0,7,1,3,3,3,3,1,3,3
77.4,3,8,0,3,1,4,3,2,2,1
21.9,0,9,0,3,4,5,5,1,1,1
19.8,0,8,0,3,2,4,4,3,6,1
40,3,5,0,3,2,3,3,1,2,2
33.3,2,10,0,3,7,5,5,2,6,3
22.3,0,6,1,3,1,2,3,1,2,1
41.7,2,10,0,2,2,5,4,4,2,2
65.1,3,8,1,2,2,2,4,2,6,4
17.6,0,8,1,3,2,4,4,3,6,1
63.7,2,8,0,3,4,3,3,2,6,4
32.9,0,8,1,3,2,3,3,2,4,1
57.8,2,3,1,3,2,4,2,4,5,2
38.3,3,5,0,1,5,3,4,2,1,1
72.6,3,8,0,3,2,4,4,4,3,1
66.1,1,8,0,3,7,2,2,2,2,2
34.4,2,7,0,3,7,3,3,2,4,3
39.1,2,9,0,3,7,5,5,1,6,6
24.3,0,7,0,3,4,3,2,2,2,2
49.9,3,5,0,1,6,5,3,4,6,2
73.6,4,10,0,3,7,5,4,4,5,3
66.7,1,8,1,3,1,5,5,2,4,3
29,2,6,0,3,4,4,3,3,3,3
41.5,3,10,0,3,6,4,5,1,4,4
19.4,0,7,0,3,1,3,3,4,1,1
80,3,10,0,3,4,4,5,0,1,1
76.3,2,10,0,3,2,3,3,3,2,1
64.8,3,7,1,3,1,1,3,3,2,2
79.8,2,10,0,2,1,4,5,2,2,1
80,2,8,1,2,2,3,4,4,4,3
44.9,3,6,0,2,2,4,1,2,2,2
57.3,0,9,1,3,4,5,5,1,2,2
68.7,0,10,0,3,2,3,5,2,2,2
35.8,2,8,1,3,6,4,5,4,4,3
29.6,2,10,0,3,6,5,5,4,2,1
80,6,10,1,3,7,3,5,2,6,2
80,5,10,0,3,1,3,5,2,1,1
63.6,2,7,1,3,1,2,5,3,2,1
35.7,2,10,1,3,2,4,5,1,4,2
72.4,4,8,1,3,3,2,3,4,2,2
74.8,2,8,0,3,5,2,5,2,5,2
50.8,3,5,0,3,1,1,1,3,1,1
50.4,4,10,0,3,2,4,4,3,6,6
43.8,2,9,0,3,6,4,5,1,5,3
39.3,1,7,0,3,4,4,5,4,4,4
44.9,2,9,0,3,2,4,4,1,3,1
69.8,2,7,1,2,3,3,3,4,6,6
31,0,8,0,3,7,4,4,2,3,3
46.7,2,8,0,3,4,3,3,4,4,1
65.6,4,8,1,2,2,3,3,4,3,2
49.3,2,6,1,3,6,3,1,4,1,1
80,6,10,1,3,1,3,0,4,2,2
64.1,3,7,1,3,4,4,4,2,6,6
52.2,1,8,0,3,4,3,3,4,3,1
55.1,3,9,1,3,7,4,4,2,6,6
31.1,1,10,1,3,4,3,4,1,5,3
32.1,0,8,1,3,4,4,5,3,6,4
55.8,2,6,1,3,1,1,2,2,1,1
33.2,1,5,0,2,3,5,5,1,4,2
47.3,1,5,0,3,6,1,3,1,6,3
71.9,2,8,1,3,2,3,3,1,2,1
61.8,2,5,1,3,3,3,3,1,2,2
56.3,3,10,0,3,2,4,4,2,6,2
55.3,5,8,0,2,4,4,4,2,1,1
21.3,0,7,0,3,2,1,4,1,1,1
72.6,2,8,1,2,5,1,3,4,5,3
27.5,0,7,0,3,6,4,3,3,3,3
59.3,2,10,0,3,3,5,5,4,2,2
25.3,3,10,1,2,3,3,4,4,3,3
68.5,2,10,0,3,2,5,4,2,2,2
16,0,7,0,3,1,4,3,4,3,1
36,1,8,1,3,4,4,4,3,6,3
47.8,2,8,0,3,7,4,4,1,6,5
68.8,0,8,0,3,2,4,4,1,3,1
47.3,0,8,1,3,2,4,5,1,2,2
27.1,0,8,1,3,3,4,4,3,5,3
19.7,0,8,0,3,2,4,2,4,1,1
35.1,0,7,0,3,6,3,4,4,3,3
67.2,3,10,1,3,4,3,5,1,3,1
36.3,0,9,0,3,6,4,4,4,6,3
29.9,0,10,0,3,5,5,5,3,3,2
68.4,5,8,0,3,6,2,4,4,5,5
46.3,1,5,1,3,4,4,3,3,4,3
62.1,2,7,1,3,2,3,5,4,6,5
68.8,2,8,0,2,2,3,2,4,3,2
76.1,3,8,1,3,7,4,4,4,3,3
30.1,1,9,0,3,5,5,3,2,5,1
30.1,1,9,0,3,2,3,4,2,3,3
53.8,0,10,0,3,3,4,4,2,4,1
29.8,0,7,1,3,6,4,4,1,3,2
76,4,6,0,2,1,2,3,2,2,1
24.7,0,8,0,3,4,2,1,4,3,1
24.2,0,8,1,3,4,4,5,4,4,1
67.6,2,8,0,3,1,4,4,4,2,2
42.3,2,8,0,3,4,5,4,1,6,3
27.1,0,8,0,3,4,3,4,4,2,2
64.3,0,8,0,1,5,2,3,3,3,3
43.5,1,7,1,3,7,3,3,1,6,4
60.1,4,10,0,2,4,5,5,4,5,1
63.3,2,8,0,3,6,5,4,3,6,2
25.1,0,7,0,3,6,4,3,3,3,3
63,1,9,1,3,6,3,5,1,5,2
54.8,2,8,0,3,2,5,5,2,6,2
68.3,3,10,1,2,3,5,5,1,1,1
63.6,2,5,0,3,4,3,1,4,2,2
57.8,2,8,0,3,2,4,4,1,2,1
58,1,8,1,3,4,4,4,3,2,2
44.2,1,10,0,3,4,3,5,4,3,1
52.2,1,8,0,3,6,3,4,3,2,1
37.4,0,8,0,3,4,4,4,2,2,2
70,2,7,0,3,1,2,3,2,2,2
55,1,10,0,3,2,3,4,4,5,2
47.8,0,8,1,3,4,4,3,4,3,2
71,1,8,0,3,2,3,4,4,6,2
42.3,0,7,0,3,6,3,3,4,4,4
76.3,5,10,0,3,2,5,5,4,6,2
60.3,2,10,0,3,4,4,4,3,2,2
65.8,1,9,1,2,2,2,5,2,3,2
33.9,2,8,0,3,2,4,4,3,4,4
22.6,0,7,1,2,3,4,3,3,6,1
41.4,4,8,1,3,2,3,3,3,2,1
25.2,0,7,1,3,2,3,4,1,5,1
56,2,9,1,3,3,4,5,3,4,2
30.7,0,3,1,3,4,4,2,1,2,2
31.3,3,7,0,3,1,3,3,3,2,2
42.6,4,7,0,3,4,4,4,2,6,1
39.7,3,8,1,3,6,4,3,2,5,1
51.2,3,8,1,3,6,3,3,3,3,2
47.4,2,10,0,2,2,5,5,2,2,1
43.9,1,8,0,3,4,3,5,4,2,1
56.8,0,10,0,3,4,1,4,2,3,2
55,2,8,1,3,2,2,4,1,1,1
18.6,0,10,0,3,2,5,5,4,6,1
57.8,4,7,1,3,3,3,3,1,1,1
71.6,3,8,0,3,3,2,3,4,2,1
47.1,3,7,1,3,2,5,2,2,3,3
55.8,2,7,1,3,3,4,3,4,6,5
52.1,2,7,0,3,4,4,4,2,2,2
24.3,0,8,0,3,4,4,5,4,2,2
63.2,2,8,0,3,2,3,3,2,6,3
57.1,0,8,0,3,4,4,4,2,3,3
75,0,9,0,2,6,4,5,4,3,3
16.3,0,7,0,3,1,4,2,2,4,1
29.2,0,7,0,3,7,5,3,2,6,4
19.3,0,9,0,3,4,4,5,4,4,1
69.3,2,8,1,3,6,4,4,2,2,1
56.5,0,7,1,3,2,3,3,3,4,4
71.4,3,10,0,3,1,4,4,4,3,1
44.3,0,9,1,3,6,5,5,1,4,4
30.2,1,8,0,3,5,5,5,2,6,4
37,3,8,0,3,6,4,4,2,4,2
39.4,2,9,0,3,6,4,4,1,6,4
53.5,2,7,1,3,4,4,5,4,2,2
80,3,9,1,3,4,4,3,2,2,2
64.9,2,10,0,3,2,4,4,2,4,1
60.5,2,5,0,3,3,3,5,3,5,2
28.5,3,8,0,3,2,2,2,2,4,2
66.5,0,8,1,3,1,2,4,2,1,1
31.8,0,9,1,3,6,5,4,3,6,5
42.5,0,8,0,3,4,3,3,4,6,3
34.9,2,10,1,3,6,5,5,4,3,2
48.5,4,10,0,2,4,4,4,4,6,3
65.4,2,9,1,3,6,5,5,2,6,5
44.4,1,7,0,3,4,4,3,4,3,3
43.3,1,9,1,3,4,3,5,1,4,2
44.9,2,7,0,3,4,3,3,2,2,2
42.7,2,8,0,1,4,3,3,2,2,2
53.3,2,5,0,2,4,5,3,1,3,3
66.8,0,10,1,2,2,4,4,2,3,2
58.8,2,8,0,3,4,5,4,2,3,2
80,3,8,1,3,7,3,5,4,4,4
69.8,0,8,1,2,4,4,5,3,2,2
20.2,0,8,1,2,2,4,5,1,1,1
56.3,1,9,1,3,1,3,3,4,2,2
43.3,3,5,1,3,3,4,5,4,4,1
55.3,3,10,0,2,6,2,4,4,1,1
20.8,0,10,1,3,4,5,5,2,5,1
60.8,1,4,0,3,1,1,1,4,1,1
64.1,2,7,0,2,1,4,4,2,2,2
40.3,3,7,1,2,4,4,4,1,5,2
56.2,0,9,0,3,6,4,4,2,6,4
73.3,5,8,1,2,1,3,4,2,5,3
63.6,0,8,0,2,2,2,4,4,2,2
73.4,2,6,0,3,4,3,3,4,2,2
58.6,2,6,1,3,2,3,3,2,6,4
75.4,3,8,0,3,2,4,4,2,3,1
80,6,5,0,3,3,3,3,3,2,2
62.8,2,7,0,2,1,4,4,4,6,2
42.4,3,10,0,2,6,5,5,4,6,4
58.1,5,7,0,2,4,3,2,2,6,2
68.1,2,8,0,3,7,3,3,4,1,1
55.3,2,8,0,3,4,4,4,4,4,2
23.9,0,8,1,2,2,5,5,2,1,1
35.4,2,7,0,3,4,4,4,4,3,1
24.7,0,6,0,3,1,3,3,4,6,2
34.6,1,8,0,3,7,4,3,3,6,2
80,3,10,0,3,2,4,4,4,3,2
30.2,4,7,0,2,1,2,3,4,2,1
26.4,0,10,1,2,1,5,5,1,1,1
57.1,0,6,1,3,6,3,3,3,1,1
53.6,2,5,0,2,2,3,3,4,4,1
34.2,0,8,0,3,2,5,5,4,1,1
68.6,2,8,1,3,2,3,4,2,4,2
73.3,0,8,0,1,2,4,4,3,3,1
32.9,0,10,0,3,6,4,5,2,6,3
73.3,2,6,0,3,1,2,3,2,2,2
63,0,6,1,3,2,3,3,1,6,6
39.5,3,8,0,3,7,3,4,3,6,6
51.4,1,7,0,3,7,3,2,2,4,4
76.9,3,5,0,2,2,2,5,2,1,1
35.5,0,3,1,3,2,3,2,4,4,4
30.3,1,8,0,3,6,5,4,1,6,2
80,4,9,0,3,2,3,5,2,2,2
78.8,4,8,1,2,7,3,3,2,3,3
54,2,7,1,2,1,4,4,1,4,2
38.7,0,8,0,3,2,5,5,4,2,2
53.7,1,8,0,2,7,3,3,2,5,5
80,3,8,0,3,2,4,5,2,3,3
55.2,3,8,1,3,6,5,5,4,6,6
35.5,2,5,0,3,2,4,4,2,1,1
52.6,0,6,1,3,3,4,3,3,2,2
41.4,0,10,0,3,5,5,5,4,1,1
34.7,3,9,0,3,6,4,4,4,6,3
15.8,0,9,0,3,1,4,4,2,3,1
34.2,2,10,0,2,7,5,5,4,6,1
25.4,0,9,1,3,2,3,3,4,2,2
33.3,0,4,1,3,4,2,2,1,4,4
68.9,2,8,0,3,4,4,4,4,1,1
36.8,2,10,0,2,6,5,5,4,6,4
23.8,0,8,1,3,6,4,5,2,1,1
22.8,0,10,1,2,2,3,3,2,3,3
53.9,3,4,1,3,1,3,3,2,2,2
67.9,2,8,0,2,4,5,5,2,2,2
44.3,2,9,1,3,4,5,4,1,6,6
67.3,2,10,1,3,1,4,4,1,3,2
47.2,4,6,0,2,6,3,2,4,6,5
49.5,3,9,0,3,7,4,4,2,6,3
67.4,3,10,0,3,2,2,5,4,2,2
61.9,1,7,0,3,4,2,2,2,1,1
60.8,2,8,1,3,3,2,4,1,5,3
