age,total_children,feelings_life,sex,pop_center,education,self_rated_health,self_rated_mental_health,regilion_importance,income_family,income_respondent
67.8,2,5,1,1,6,5,1,1,4,2
63.8,7,8,1,2,1,2,3,4,1,1
20.3,0,9,1,3,2,5,5,2,5,1
44.7,2,9,1,2,4,5,5,3,3,1
44.8,3,3,1,3,5,3,3,2,4,4
33.3,1,9,0,2,4,4,5,3,4,3
40.1,2,8,1,3,6,3,4,4,3,1
41.8,3,8,0,3,4,4,5,3,5,3
68.2,3,7,0,3,6,2,4,4,6,2
57.3,2,8,0,3,6,4,5,2,6,1
56.8,2,7,1,3,7,4,4,2,6,5
43.1,0,8,0,3,6,5,4,2,5,3
35.8,2,8,0,3,2,3,2,1,3,2
39.3,0,8,1,3,4,4,5,2,4,1
19.3,0,10,0,1,2,5,5,2,6,1
66.1,0,6,1,3,7,3,3,4,1,1
54.6,0,6,1,3,2,4,3,1,2,2
36.8,2,7,1,3,6,4,3,2,4,1
19.3,0,10,0,3,2,5,5,4,1,1
41.3,0,4,0,3,6,3,2,4,2,2
69.9,0,10,0,3,7,4,4,4,2,2
46.6,2,10,1,1,4,5,5,4,5,3
71.4,2,10,1,2,1,5,3,2,2,2
52.6,0,3,1,3,1,3,2,3,1,1
15.8,0,9,0,3,1,4,4,3,2,1
41.8,1,10,0,3,7,5,5,1,6,4
51.9,1,8,0,3,4,3,5,4,3,3
59.9,4,7,1,3,2,3,3,4,3,3
37.1,0,8,0,3,7,5,5,1,3,1
25.4,0,7,0,3,7,3,4,3,2,2
57.8,2,9,1,3,2,4,5,3,6,4
46.6,2,8,1,3,6,3,3,3,6,5
23.3,0,8,0,2,4,4,5,1,1,1
23.7,0,7,1,3,6,4,4,4,2,2
58.6,4,7,0,2,6,3,4,2,5,3
42.6,0,8,0,3,6,4,4,2,3,3
39.2,2,7,0,3,4,2,2,1,3,2
29.9,4,10,0,2,1,4,4,4,3,1
37.5,2,5,1,3,2,3,3,1,1,1
80,2,8,0,3,2,4,4,2,6,6
34.9,2,8,1,2,2,4,5,2,3,1
19.9,0,9,0,3,2,4,3,2,4,1
67.5,0,8,1,3,1,2,2,1,2,2
32.4,1,8,0,2,4,3,3,2,2,2
60.2,0,8,0,2,6,3,3,1,2,2
59.6,5,7,1,3,1,2,3,3,4,3
67.3,2,9,0,2,2,3,3,2,6,1
42.5,2,8,1,3,2,3,3,3,5,3
26.7,0,7,0,3,6,3,3,3,3,2
25.9,1,7,0,3,2,4,3,4,2,1
79.3,2,7,0,3,2,3,3,2,2,2
66.7,2,9,0,2,1,2,3,2,2,1
71.8,5,8,1,3,2,3,5,2,5,1
66.5,0,8,1,1,3,3,4,1,4,4
80,0,10,0,3,7,4,4,4,1,1
59.1,2,9,1,2,4,4,4,3,6,4
61.8,0,8,0,3,7,3,4,1,1,1
50.3,0,10,1,3,2,5,5,1,2,2
44.3,1,5,0,3,6,2,2,4,3,1
66.3,3,5,0,2,6,1,3,4,1,1
59.5,2,8,1,3,6,5,5,2,6,6
46.3,2,0,1,3,2,3,3,1,3,3
33.6,2,8,1,3,6,5,4,2,6,5
54.2,4,10,0,3,2,5,3,2,6,4
34.1,1,6,0,3,4,3,4,2,5,3
46.3,0,9,1,3,4,5,4,1,2,2
67.4,2,9,0,3,4,5,5,4,2,2
59.3,3,8,1,2,2,3,3,1,3,3
57.8,1,6,0,3,2,2,3,2,3,1
56.6,1,9,1,2,4,5,3,3,4,3
75.7,4,8,0,3,3,3,3,4,1,1
52.3,2,9,0,3,6,4,5,2,1,1
74.7,1,10,0,3,6,4,5,4,4,4
42.3,2,8,0,3,4,4,4,1,4,2
61.7,4,9,0,3,2,3,3,4,2,2
26.1,0,10,0,2,4,4,5,3,4,2
24.5,0,7,0,3,6,4,1,4,4,2
75.9,0,10,0,3,1,2,3,4,1,1
77.1,1,10,0,3,2,3,4,2,3,1
61.4,3,10,0,3,2,3,3,2,4,1
35,3,4,1,3,3,3,2,1,2,2
17.7,0,10,1,2,2,5,5,1,3,1
68.3,2,10,1,3,1,4,4,3,2,1
42.8,4,8,0,3,2,3,4,3,5,2
30.2,0,10,0,3,4,4,5,2,2,2
45.2,1,6,1,3,6,5,3,4,6,4
70.6,2,9,0,3,2,4,5,3,6,2
47.1,1,9,1,3,3,5,5,4,5,5
57.9,2,10,1,3,2,4,5,2,6,6
24.3,0,9,0,3,6,5,4,1,6,1
36.8,2,9,0,3,7,5,5,2,6,4
42.7,2,8,1,3,2,4,4,1,4,4
57.5,3,8,0,3,4,4,5,2,3,3
20.9,0,8,1,3,2,5,5,1,6,1
40.4,2,8,1,3,6,3,4,2,5,3
80,5,10,0,3,2,2,4,3,2,1
71.3,0,9,0,3,6,3,5,2,4,4
71.8,2,5,1,3,1,1,4,1,3,3
78.3,2,8,0,2,2,4,3,2,1,1
80,6,8,0,3,2,4,5,4,1,1
66.1,3,8,1,1,3,2,3,4,2,1
61.1,0,7,0,3,6,4,4,4,1,1
65.1,2,8,0,3,7,3,2,4,2,2
30.2,0,9,0,3,5,4,4,0,2,2
72.3,3,10,0,3,5,4,4,3,3,1
45.4,1,7,0,3,4,3,4,1,3,2
46.1,5,9,1,3,5,3,2,4,2,2
65.8,2,10,0,2,2,4,4,4,2,1
60.6,5,9,1,3,6,5,5,4,6,6
60.8,0,10,1,3,2,3,5,4,3,1
39.7,0,8,1,3,6,4,4,4,6,4
55.4,1,8,1,3,2,4,5,2,2,2
25.8,0,9,0,3,6,4,4,4,5,2
33.2,1,10,0,3,6,3,3,2,6,1
80,0,10,0,3,1,3,4,3,2,2
69.3,2,9,0,3,4,4,4,1,2,1
47.7,0,8,0,3,7,2,4,1,5,4
75.1,2,6,0,3,2,3,3,4,1,1
57,2,9,1,2,1,4,4,4,6,4
62.3,3,8,0,3,4,3,4,4,5,3
36.3,1,8,1,3,6,5,5,1,3,1
41.8,2,8,1,3,1,4,3,4,6,6
34,0,7,1,3,5,5,5,1,6,2
72.1,3,8,0,2,1,2,3,4,6,3
60.3,0,5,1,3,2,5,3,3,2,2
39.2,3,10,0,3,4,5,5,4,5,2
47.7,0,8,0,3,7,4,5,4,1,1
65,1,10,0,3,2,4,5,3,2,2
64.8,4,10,1,3,1,3,2,4,3,1
32.5,1,9,1,3,4,3,4,1,6,6
80,1,8,1,3,4,2,2,0,3,2
66.4,3,9,1,1,3,2,3,4,4,3
55.1,3,9,1,3,6,4,5,3,6,6
40.5,2,5,0,3,6,3,3,0,6,2
80,4,10,0,2,6,5,5,2,4,3
37.4,2,7,0,3,6,2,2,4,6,5
65.6,0,9,1,3,4,2,3,0,1,1
75.5,2,5,1,3,2,1,5,4,2,2
42.5,1,10,0,3,6,4,4,2,4,1
64.7,3,9,0,3,1,4,4,2,3,1
54.3,2,8,1,3,4,4,4,2,3,3
80,3,7,0,3,1,3,3,2,2,1
60.9,0,7,1,3,6,3,3,4,6,6
34.3,3,9,1,3,4,4,4,4,3,2
61.9,3,8,1,3,2,3,3,4,2,1
30.2,0,10,0,3,4,5,5,2,4,3
44.3,3,9,1,2,6,4,4,3,5,4
30.8,2,10,0,3,5,5,5,4,6,1
66.8,1,8,0,3,4,3,3,1,2,2
66.8,3,6,1,3,1,2,3,4,1,1
32.1,0,4,0,3,6,1,1,2,4,4
47.3,3,7,1,3,4,3,2,2,4,2
17.1,0,10,1,3,1,3,4,4,1,1
69.8,1,6,1,3,2,2,3,2,2,2
62.6,2,3,0,1,4,1,1,4,2,2
65.3,3,10,0,3,1,5,3,4,3,1
35.7,2,10,1,3,3,4,4,4,5,4
41.8,3,8,0,3,4,5,5,4,2,2
21.9,0,9,0,3,2,4,4,2,6,1
59.6,1,7,1,3,2,5,3,2,5,2
80,5,10,0,2,1,1,3,4,2,2
31,3,8,1,2,3,5,5,3,4,3
63.3,1,10,0,3,4,5,5,2,3,2
48.3,1,8,1,3,2,3,4,2,3,3
60.7,3,8,0,3,2,3,3,4,3,3
48.3,2,7,0,3,6,2,3,3,2,2
17.3,0,9,1,3,1,3,5,4,6,1
40.8,0,9,0,3,7,5,5,1,4,4
56.6,1,10,1,2,2,4,4,1,3,3
60.3,1,7,1,1,1,2,5,0,1,1
41.1,2,8,1,3,6,4,5,4,3,2
57.7,0,10,0,3,4,4,5,2,4,1
67.2,3,8,1,3,6,4,4,2,6,4
70.6,4,10,0,2,1,3,4,4,2,1
48.8,0,1,0,3,5,5,5,4,4,3
80,3,6,0,3,2,2,2,4,2,2
55.4,2,9,1,3,7,3,3,2,6,4
57.2,0,6,0,2,2,5,5,2,2,2
22,0,7,0,3,1,3,3,2,6,1
60.7,0,8,0,3,6,3,3,2,4,4
62.6,2,8,0,3,4,3,4,4,3,3
71.2,3,10,0,2,3,3,3,4,3,1
37.9,2,8,1,3,6,3,3,1,4,4
31.1,0,8,1,3,6,4,3,1,3,3
78.3,1,8,0,2,1,3,3,2,1,1
74.3,2,8,0,3,2,5,5,3,3,1
62.2,3,10,0,3,4,5,4,4,2,2
66.8,4,9,0,1,4,5,5,1,4,2
56.7,5,7,1,3,2,4,3,4,5,3
80,2,8,0,3,1,3,3,2,2,1
55.4,1,4,0,3,4,2,2,4,5,1
60.1,1,9,1,3,7,4,5,3,6,6
65.8,0,7,0,2,6,4,3,4,5,3
64.7,2,10,0,2,4,5,5,2,5,3
76.7,2,10,0,3,2,5,5,3,5,2
61.2,2,7,0,3,2,3,2,4,3,1
49.8,2,7,1,3,4,3,4,1,6,6
61.5,0,8,0,3,4,4,4,2,5,5
60.6,2,8,1,2,1,3,5,2,5,4
75.4,3,10,1,3,7,4,5,4,3,2
50.8,1,8,0,3,1,1,4,4,1,1
38.1,2,9,1,3,4,5,5,2,6,5
50.9,3,8,1,3,4,4,4,1,3,1
69.4,1,10,1,3,1,2,3,3,2,2
40.3,2,6,0,3,5,5,5,2,6,3
56.3,1,10,0,3,2,5,5,3,4,1
38.6,4,9,0,3,2,3,4,4,6,1
61.8,3,3,0,3,2,3,4,1,2,2
23.6,1,9,0,3,2,4,3,1,4,2
64.9,2,8,0,3,2,3,4,4,2,2
36.1,0,7,1,3,6,3,4,4,3,3
73.4,0,8,0,2,1,3,3,2,3,1
32.3,1,10,0,3,6,5,5,1,3,2
43.1,1,9,0,3,7,4,4,3,6,5
72,4,10,0,2,4,3,3,4,1,1
68.8,5,7,0,3,5,2,4,4,2,2
19.6,0,10,1,3,2,5,5,1,4,1
40.8,2,7,0,3,4,3,3,4,4,2
79.3,2,5,1,2,1,1,3,2,2,1
19.3,0,7,0,3,2,2,1,1,1,1
50.3,2,4,1,3,4,4,3,4,6,5
51.8,2,10,0,3,4,4,4,3,6,2
40.3,1,7,0,3,3,3,5,2,5,1
35,0,8,0,3,6,3,3,1,6,3
51.4,4,8,1,2,2,4,3,4,3,3
73.6,4,10,0,2,4,2,3,4,2,1
48.5,1,9,1,3,7,4,4,2,6,5
80,1,10,0,3,2,4,4,2,2,2
63.3,3,8,0,2,2,4,4,4,4,1
60.7,2,9,0,3,5,4,4,4,6,5
70.1,0,10,1,2,2,4,4,2,2,2
73.6,3,9,0,3,4,3,4,4,2,2
36.7,2,9,0,3,6,5,5,3,6,1
73.8,1,8,0,3,4,3,3,3,3,3
16.8,0,8,1,3,1,4,4,3,5,1
61.4,3,10,0,2,6,2,5,2,2,1
71.3,1,10,0,3,6,5,4,4,2,2
80,5,8,0,3,3,2,5,2,2,2
59,3,6,1,2,6,4,4,4,1,1
35.9,0,8,1,3,4,4,4,2,6,6
35.3,0,8,1,3,3,4,4,1,3,3
70.2,4,7,1,3,1,4,4,1,3,2
53.2,1,5,0,3,4,2,3,1,1,1
43.1,6,10,1,2,1,3,3,4,2,1
56.1,2,9,1,3,4,5,4,3,5,3
44.5,3,8,1,3,3,4,4,2,4,2
51.6,0,8,0,2,2,4,4,2,1,1
39.3,1,7,0,3,6,4,3,2,5,1
80,3,10,0,3,1,2,3,4,1,1
67.7,2,9,1,2,2,3,3,3,2,2
52.2,3,5,1,3,5,4,4,4,6,5
71.3,3,7,1,3,7,3,5,4,6,6
24.8,0,9,1,3,6,4,4,1,1,1
33.1,0,6,1,3,7,3,2,2,5,1
55.8,0,7,0,3,7,4,3,1,5,5
37.1,3,8,0,3,4,4,3,4,6,1
63.2,2,7,0,3,6,2,2,2,4,2
68,3,10,0,3,7,5,5,4,3,3
31.9,0,8,1,3,1,5,5,4,1,1
34.3,2,9,0,3,6,4,4,4,3,3
32.8,0,10,0,3,4,5,5,2,2,1
29.2,2,9,0,3,2,4,5,2,5,1
51,2,5,0,2,2,3,2,2,6,1
21.3,0,7,0,1,1,3,3,1,1,1
80,1,9,0,3,2,3,4,4,1,1
30.4,3,10,1,3,2,5,5,1,4,3
26.5,0,8,1,3,4,5,5,1,3,1
64.6,0,9,0,3,4,5,5,3,5,1
57,1,10,1,3,4,4,5,2,5,2
23,0,7,0,3,2,1,4,2,6,1
49.6,1,8,0,3,4,3,3,3,5,1
60.8,1,10,0,3,2,4,4,2,4,2
73,2,9,0,3,5,3,4,4,5,3
71.4,2,10,0,3,6,5,5,4,2,1
30.1,0,10,1,3,4,5,5,4,5,3
80,2,8,1,3,4,2,4,4,1,1
34.8,0,9,0,3,2,3,3,1,1,1
60.3,1,8,1,3,2,3,4,3,3,1
23.3,0,7,1,3,6,4,5,1,1,1
16.8,0,10,1,3,1,4,5,1,2,1
40.9,3,8,1,3,4,3,5,4,6,6
60.9,2,7,0,3,2,4,4,2,2,2
48.2,2,9,0,3,7,3,3,3,4,2
54.2,0,9,1,3,4,3,4,3,4,4
40.9,2,10,0,3,2,5,5,2,1,1
67.7,0,8,0,3,6,3,5,2,3,3
25,0,10,1,3,4,5,5,4,1,1
76.8,3,8,1,3,1,4,4,2,2,2
31.3,0,7,1,3,3,4,2,1,1,1
21.8,0,8,1,3,2,4,4,1,6,2
19.7,0,7,1,3,2,3,3,3,1,1
75.1,3,8,1,2,7,2,4,4,3,2
51.6,2,8,1,3,7,3,4,3,5,3
59.7,2,8,0,2,2,3,3,1,2,2
62.9,2,8,0,3,2,4,5,3,2,2
29.1,0,10,0,3,6,3,4,4,2,2
66.3,3,5,0,3,4,4,3,4,3,2
40.3,3,8,0,2,5,3,3,2,5,3
43.5,1,9,0,3,6,5,5,1,2,1
66.1,3,9,0,2,4,4,4,4,3,3
37.2,1,7,1,2,4,4,4,3,4,3
35.3,3,9,0,3,2,4,5,4,3,2
59.6,2,8,1,3,7,4,4,4,5,3
59.4,4,6,0,3,7,2,4,4,1,1
28.8,0,7,1,3,6,4,5,4,3,3
30.8,0,7,0,3,7,4,4,2,4,2
80,1,10,0,3,2,3,4,2,2,2
38.5,2,8,1,3,4,2,2,2,1,1
80,0,8,1,3,4,5,4,2,1,1
62.6,3,8,0,2,4,4,3,4,6,4
58.7,4,9,0,3,5,2,5,4,2,2
28,1,10,1,2,3,5,5,1,2,1
30.2,0,8,1,1,2,5,5,2,2,1
34.8,2,7,1,1,4,3,3,2,4,2
38.6,1,8,0,3,6,4,3,2,5,2
61.8,2,9,1,3,4,2,3,4,4,2
70.1,2,10,0,3,6,4,3,2,4,2
60.6,2,10,1,3,6,4,5,4,6,5
57.4,2,5,0,3,1,3,2,4,2,2
27.3,0,9,0,3,6,4,3,1,3,3
73.9,1,9,1,3,7,4,4,3,6,4
15.2,0,9,1,3,1,5,5,4,4,1
73.9,3,7,0,3,2,3,3,4,2,2
40.6,2,9,0,1,7,4,4,2,4,4
60.3,1,7,0,3,2,3,4,4,2,2
74.8,2,8,1,3,7,3,3,4,6,4
79.8,7,10,1,1,1,4,5,4,1,1
31.6,0,7,1,3,1,3,4,3,3,2
29.8,1,8,1,2,3,4,4,3,6,4
46.9,0,8,0,3,7,4,4,4,4,4
73.3,0,9,1,3,7,4,4,0,5,3
35.3,2,8,0,3,7,4,5,1,5,3
61,5,8,0,3,7,5,4,4,1,1
26,0,10,0,3,4,5,5,1,2,2
64.6,1,4,1,2,1,3,3,4,3,3
22.8,0,7,0,1,6,4,3,1,4,1
44.3,0,7,1,3,7,4,4,3,6,6
34.7,0,9,0,3,4,5,5,1,6,6
54.7,2,8,0,1,1,4,2,3,4,1
35.7,0,9,1,3,6,5,3,3,6,4
40.3,7,7,1,2,3,4,4,4,3,3
73.5,4,6,1,2,2,2,3,1,4,2
66.1,1,6,0,3,1,2,3,3,1,1
57.1,2,10,0,3,2,5,5,4,3,2
54.6,2,7,0,3,7,5,4,4,1,1
50.3,2,9,1,2,2,4,4,4,6,5
63.1,4,8,1,3,4,3,3,1,2,2
63.9,0,8,1,2,1,4,4,2,1,1
26.9,1,8,0,3,2,4,4,3,1,1
51.6,0,6,1,3,6,5,4,2,3,2
47.5,2,10,0,3,1,5,5,2,4,3
70.5,2,8,0,3,4,5,5,2,2,2
42.6,2,10,1,3,2,4,4,4,2,2
62.6,2,9,1,3,2,3,4,1,1,1
30.2,0,8,1,3,7,4,4,4,4,4
18.2,0,10,1,2,1,3,3,3,2,1
61.5,3,8,1,2,3,3,3,2,2,1
58.9,3,9,0,3,4,5,5,2,1,1
70.7,4,9,1,3,4,3,3,4,3,2
64.7,2,10,1,3,4,4,4,2,6,4
52.1,0,7,1,3,6,3,3,1,5,5
52.3,2,10,1,3,6,4,3,4,6,6
41.9,2,7,1,3,6,4,4,1,5,2
43.3,0,8,1,3,4,4,4,4,3,3
45.1,1,8,0,3,7,4,3,4,5,1
80,7,8,1,2,3,2,2,4,1,1
41.3,3,7,0,3,6,5,3,1,6,4
29.9,0,8,1,2,2,4,3,4,5,4
55.6,1,10,0,2,2,3,5,2,1,1
56.1,2,7,1,2,2,2,5,4,1,1
18.8,0,7,0,3,4,4,3,3,6,1
56.9,2,10,0,3,4,5,5,2,6,3
59.7,1,8,1,3,6,3,3,3,3,2
20.5,1,7,0,3,1,3,4,2,4,1
37.2,2,8,0,2,1,4,4,1,5,1
61.8,1,10,0,3,3,3,4,4,6,1
69.7,3,4,1,3,6,3,3,4,3,3
56.6,2,10,0,3,4,5,4,1,4,2
52,0,7,1,3,2,3,3,4,6,4
29,0,9,1,3,6,4,5,1,3,3
57.6,3,8,1,2,5,4,4,1,6,3
69.8,3,5,0,1,2,2,3,4,2,2
62.2,0,10,0,3,6,3,4,4,2,2
55.9,1,8,0,3,1,1,1,4,1,1
79.9,2,10,1,3,3,4,4,2,3,2
55.8,2,10,0,3,2,5,3,4,2,2
80,4,9,1,2,2,4,5,2,4,4
71.9,4,8,1,3,1,3,5,2,2,1
65.1,2,8,1,3,5,4,4,4,6,5
42.5,3,10,1,3,6,5,5,2,5,4
75.3,1,7,0,3,1,1,2,4,1,1
67.7,2,5,0,3,4,3,3,3,3,3
38.4,2,8,1,2,3,4,4,4,4,3
57.7,1,7,0,3,4,3,3,4,6,1
55.8,2,7,1,3,4,3,4,2,6,5
47.4,2,7,0,3,6,5,4,2,6,1
68.7,4,7,0,3,1,3,3,2,1,1
41.8,1,7,1,3,4,2,2,3,4,3
48.5,2,9,1,3,4,4,4,4,5,5
57.4,0,9,1,2,1,2,4,1,1,1
77,1,10,0,3,4,5,4,2,2,1
54.8,1,10,1,3,6,5,5,4,2,1
80,1,8,0,3,2,2,3,4,2,2
27.7,0,8,0,3,4,2,5,2,3,3
37.3,3,8,1,2,4,4,4,2,6,4
50.8,3,8,1,2,2,4,4,1,1,1
55,3,9,0,2,2,4,4,4,5,4
32.3,0,6,0,3,6,4,1,3,5,1
25.9,0,9,1,2,4,5,4,3,2,2
45.6,0,8,0,3,5,3,3,2,3,3
66.8,4,9,1,3,6,4,3,4,2,2
54.1,1,9,0,3,6,5,5,4,3,3
37.7,1,8,0,3,6,3,4,2,3,2
52.3,3,8,0,3,2,4,3,3,6,3
37.8,1,8,0,3,6,3,3,4,6,4
62.1,3,9,0,3,2,3,4,2,4,2
80,3,10,0,2,1,4,5,2,3,1
48.1,0,9,1,3,6,5,5,3,3,3
66.1,2,10,0,3,2,3,5,1,2,1
38.1,2,5,1,3,1,3,3,1,2,2
78.5,4,9,1,3,1,3,4,4,2,1
66.2,2,9,0,3,4,4,4,4,4,2
44,3,7,0,3,4,4,3,4,5,1
28.8,0,8,1,3,2,3,4,2,1,1
52.7,0,8,0,3,6,4,5,2,6,2
80,2,7,0,3,4,3,5,3,2,1
80,2,8,0,3,1,3,4,4,6,6
65.9,0,10,1,3,1,3,5,3,5,3
80,3,9,0,1,1,4,3,4,3,1
31.3,1,8,0,3,7,4,4,2,5,2
46.4,3,6,1,2,2,3,3,1,2,2
80,0,8,1,3,2,2,4,2,3,3
75.7,4,9,1,3,4,3,4,1,3,2
51.7,0,9,1,3,2,4,5,4,4,3
37.8,0,8,1,3,7,5,5,2,3,3
41.2,2,10,0,3,2,5,5,1,4,2
25.1,0,7,1,3,4,3,3,1,1,1
68.7,1,8,0,3,2,3,3,4,2,1
42.6,1,9,1,3,2,3,3,1,5,4
63.9,2,8,0,2,2,4,4,2,3,1
37.6,1,10,0,3,4,4,5,2,2,2
38.8,1,8,1,3,4,3,4,2,4,3
50.8,1,9,1,3,3,4,4,4,3,3
62.8,3,9,0,3,6,4,5,4,2,1
28.2,0,9,1,3,5,3,5,1,2,2
52.9,2,7,0,2,7,4,4,4,6,4
36.3,2,7,1,3,6,4,4,1,6,5
55.9,1,8,1,3,2,3,4,2,4,3
80,3,6,0,3,1,2,3,4,4,2
36.3,2,9,1,3,4,5,5,1,6,5
68.8,2,9,0,3,6,4,5,1,3,3
45.8,3,8,1,3,1,4,3,2,5,3
31.3,1,7,0,2,3,2,2,1,3,1
70.9,1,8,0,3,7,5,4,2,3,2
79.3,1,8,1,3,1,1,3,3,1,1
20,0,9,1,3,2,5,5,1,6,1
80,0,8,1,3,5,5,5,4,2,2
77.4,2,10,0,3,1,4,4,4,4,1
49.7,0,5,0,3,6,2,4,1,3,3
24.3,0,10,0,3,4,5,2,2,2,1
28.2,0,9,0,3,6,5,5,1,4,1
30.3,1,6,0,3,6,2,2,4,5,3
65.4,3,8,1,2,1,4,3,2,3,1
31.2,2,9,0,3,2,4,5,3,4,2
25.8,0,8,1,2,1,4,4,2,2,1
30.4,0,6,0,3,6,4,3,2,6,1
36.3,4,9,1,3,6,4,4,1,6,4
72.1,3,10,0,3,2,3,5,3,4,4
49.9,3,8,0,2,2,4,5,3,4,1
26.4,0,6,0,2,6,4,4,1,4,4
59.2,0,6,1,3,7,4,4,1,1,1
80,3,2,1,3,2,2,3,1,4,2
40.3,0,7,1,3,7,4,3,2,4,4
70.8,1,8,1,3,5,5,4,4,2,2
78.5,3,8,0,3,3,3,4,4,5,2
59.8,6,10,0,3,7,5,5,4,6,2
33.2,2,8,1,3,1,4,5,4,2,1
30.8,1,7,1,3,2,3,5,1,4,4
67.2,3,5,1,3,2,2,3,3,4,3
72.6,2,7,0,3,1,4,4,4,2,2
75.7,1,9,1,3,4,3,3,2,4,3
80,6,10,1,2,1,4,4,4,4,4
53.3,2,7,0,3,1,2,2,4,1,1
22.8,0,6,0,3,6,3,2,1,1,1
65,2,8,1,3,4,4,5,2,3,3
61.8,3,9,0,2,4,5,5,4,3,1
74.3,2,8,1,3,6,5,5,3,4,4
63.2,2,10,0,3,7,4,3,2,4,4
64.3,3,9,1,1,7,3,5,2,2,2
73.7,2,8,0,3,4,1,5,4,2,2
42.7,1,6,0,3,6,4,4,3,6,3
38.3,2,10,1,2,4,4,3,2,6,2
58,3,5,1,2,3,3,3,2,5,4
60,2,9,1,3,3,3,3,2,3,2
78.8,1,9,0,3,1,4,4,4,2,1
21.8,0,9,0,2,2,5,5,3,1,1
80,3,10,0,3,7,5,5,4,2,1
28.7,1,10,0,1,4,5,4,2,3,1
67.6,2,7,0,3,2,3,3,2,6,6
36.7,5,10,0,3,4,5,5,4,2,2
44.8,1,9,0,3,4,3,3,4,6,5
70.5,3,8,1,3,4,3,4,2,3,1
80,2,10,0,3,1,3,4,4,2,2
80,0,10,1,3,4,5,5,2,2,2
76.8,1,8,0,3,7,4,4,3,4,3
77.8,2,10,0,2,1,5,5,2,2,1
65.7,0,9,0,3,6,5,5,2,3,3
53.3,0,7,1,3,4,4,5,2,5,5
47.7,0,8,0,3,5,5,4,1,1,1
16.8,0,9,0,3,1,4,4,4,6,1
19.8,0,7,0,3,4,4,3,1,5,1
54.4,2,8,0,1,6,3,4,3,3,3
62.5,0,8,0,3,4,4,3,2,1,1
52.8,2,10,1,3,1,4,5,3,3,3
68.4,7,6,0,3,1,3,4,4,2,1
28.3,0,10,1,3,6,5,4,4,6,4
72.5,6,8,1,3,2,2,4,2,2,1
39.7,0,8,0,3,4,3,5,1,3,3
64.8,0,10,0,3,4,3,5,2,2,2
26.9,0,6,1,3,3,4,3,1,2,2
75.7,3,8,1,3,3,4,4,3,6,2
75.7,3,5,1,3,4,1,5,4,2,1
42.3,3,10,1,2,3,2,3,4,3,3
24.3,2,7,0,3,2,2,2,1,6,2
40.7,3,8,0,3,7,5,3,2,4,4
36.9,2,7,0,2,1,3,3,2,4,1
56.9,3,6,0,3,4,4,4,4,4,1
21.6,0,8,0,2,1,5,5,4,2,1
33.6,1,9,0,2,5,3,3,2,6,4
67,0,8,1,2,6,3,4,4,3,3
36.7,2,9,0,3,7,3,4,3,6,3
19.8,0,8,1,2,2,4,5,1,1,1
51,1,8,0,3,4,5,3,4,6,2
70.7,3,5,0,3,4,4,4,4,2,1
61.4,1,9,0,3,4,5,5,1,2,2
54.3,2,9,1,3,6,4,4,3,6,6
57.7,3,8,0,3,6,5,4,2,6,2
60.2,1,10,1,3,3,5,5,4,6,6
70.3,2,8,1,3,2,4,4,3,3,2
23.1,0,9,1,3,2,5,5,2,2,2
70.8,2,8,1,2,1,2,3,3,2,2
35.8,1,10,1,3,4,5,5,1,5,3
74,2,8,0,3,1,4,4,2,2,2
52.2,3,8,0,3,6,2,5,4,5,2
52.8,1,5,0,3,5,3,2,3,1,1
59.3,5,10,1,3,2,2,4,4,4,3
80,3,5,0,2,2,2,3,4,1,1
63.3,0,2,0,2,6,1,1,1,3,3
52.3,2,8,1,3,6,3,4,4,3,1
32.9,0,8,1,3,3,4,4,2,5,3
45.5,0,8,0,2,1,3,3,1,5,3
52.8,3,10,0,3,4,3,4,2,6,3
20,0,5,1,2,2,4,4,1,3,2
61.8,2,8,0,2,2,4,4,2,3,1
35.5,0,8,1,3,6,4,4,0,1,1
65.6,2,7,0,3,1,5,5,4,2,2
49.9,2,10,0,3,5,4,4,2,4,4
29.1,0,10,1,3,6,4,2,4,3,3
80,4,8,0,2,1,3,4,2,4,4
59.6,2,8,1,3,7,4,4,0,3,2
58.1,1,10,1,3,2,5,5,1,5,2
64.9,4,10,0,3,7,4,4,4,6,3
75.3,3,9,1,3,3,4,3,4,3,1
59.9,0,8,0,3,6,5,5,3,2,2
80,2,8,1,3,3,4,2,4,4,3
37.7,3,9,0,3,6,4,4,2,4,4
77.9,2,5,0,3,2,3,3,3,2,2
33.6,2,9,0,3,6,5,4,1,6,4
65.8,2,8,1,3,4,2,3,4,1,1
66.8,1,9,0,3,4,3,5,2,2,1
56.3,0,5,0,3,4,2,2,1,1,1
63.5,1,8,0,3,4,3,3,2,4,2
80,1,7,0,3,7,3,3,4,2,2
58.9,0,9,1,3,2,5,5,4,4,1
41,4,6,0,3,4,5,3,4,3,3
34.3,3,9,0,2,7,4,4,4,6,2
53.6,4,8,0,3,2,4,5,2,4,1
57.2,7,10,1,3,1,3,3,4,2,2
64.5,2,1,0,3,4,5,3,1,2,2
80,4,8,1,3,2,3,3,3,2,2
63.4,3,9,1,3,5,5,4,4,3,2
32.3,0,7,1,3,5,3,3,1,6,3
77.6,2,9,0,2,2,4,3,2,2,2
54.1,1,6,0,2,1,2,3,3,1,1
34.4,2,9,1,3,4,4,4,2,5,3
63.6,0,10,1,3,2,3,3,4,2,2
